,Clase de la via,Particula de la via,Nombre de la via,Codigo de vía,Distritos atravesados,Literal completo del vial 
4178,PASEO                   ,DE    ,EXTREMADURA                                     ,285200,9.0,PASEO DE EXTREMADURA                                           
4179,CALLE                   ,DE LOS,EXTREMEÑOS                                      ,285225,13.0,CALLE DE LOS EXTREMEÑOS                                        
4180,CALLE                   ,DEL   ,CABO DE CREUS                                   ,285235,13.0,CALLE DEL CABO DE CREUS                                        
4181,CALLE                   ,DE    ,EZCARAY                                         ,285250,19.0,CALLE DE EZCARAY                                               
4182,CALLE                   ,DE    ,EZEQUIEL PEÑALVER                               ,285300,21.0,CALLE DE EZEQUIEL PEÑALVER                                     
4183,CALLE                   ,DE    ,EZEQUIEL SOLANA                                 ,285400,15.0,CALLE DE EZEQUIEL SOLANA                                       
4184,CALLE                   ,DEL   ,FACTOR                                          ,286000,1.0,CALLE DEL FACTOR                                               
4185,CALLE                   ,DEL   ,FALCINELO                                       ,286100,11.0,CALLE DEL FALCINELO                                            
4186,CALLE                   ,DE LA ,FALUA                                           ,286200,21.0,CALLE DE LA FALÚA                                              
4187,CALLE                   ,DE LA ,FARMACIA                                        ,286400,1.0,CALLE DE LA FARMACIA                                           
4188,CALLE                   ,DE    ,FARO                                            ,286500,11.0,CALLE DE FARO                                                  
4189,CALLE                   ,DE    ,FAUSTA ELORZ                                    ,286600,12.0,CALLE DE FAUSTA ELORZ                                          
4190,CALLE                   ,DE    ,FAUSTINA CALVO                                  ,286800,10.0,CALLE DE FAUSTINA CALVO                                        
4191,CALLE                   ,DE    ,FAUSTINA MENA                                   ,286900,8.0,CALLE DE FAUSTINA MENA                                         
4192,CALLE                   ,DE    ,FAUSTINA PEÑALVER                               ,287000,15.0,CALLE DE FAUSTINA PEÑALVER                                     
4193,CALLE                   ,DE    ,FAUSTINO GARIJO                                 ,287100,9.0,CALLE DE FAUSTINO GARIJO                                       
4194,CALLE                   ,DE    ,FAUSTINO OSORIO                                 ,287300,10.0,CALLE DE FAUSTINO OSORIO                                       
4195,CALLE                   ,DE    ,FAUSTO DOMINGO                                  ,287400,11.0,CALLE DE FAUSTO DOMINGO                                        
4196,CALLE                   ,DE    ,FAVILA                                          ,287450,11.0,CALLE DE FAVILA                                                
4197,CALLE                   ,DE LA ,FE                                              ,287500,1.0,CALLE DE LA FE                                                 
4198,CALLE                   ,DE    ,FEBRERO                                         ,287600,20.0,CALLE DE FEBRERO                                               
4199,CALLE                   ,DE    ,FEDERICO AGUSTI                                 ,287800,9.0,CALLE DE FEDERICO AGUSTÍ                                       
4200,CALLE                   ,DE    ,FEDERICO CARLOS SAINZ DE ROBLES                 ,287850,9.0,CALLE DE FEDERICO CARLOS SAINZ DE ROBLES                       
4201,PASEO                   ,DE    ,FEDERICO GARCIA LORCA                           ,288040,18.0,PASEO DE FEDERICO GARCÍA LORCA                                 
4202,CALLE                   ,DE    ,FEDERICO GARCIA SANCHIZ                         ,288050,5.0,CALLE DE FEDERICO GARCÍA SANCHÍZ                               
4203,CALLE                   ,DE    ,FEDERICO GRASES                                 ,288100,11.0,CALLE DE FEDERICO GRASES                                       
4204,CALLE                   ,DE    ,FEDERICO GUTIERREZ                              ,288200,15.0,CALLE DE FEDERICO GUTIÉRREZ                                    
4205,CALLE                   ,DE    ,FEDERICO MAYO                                   ,288300,10.0,CALLE DE FEDERICO MAYO                                         
4206,CALLE                   ,DE    ,FEDERICO NUÑEZ                                  ,288400,16.0,CALLE DE FEDERICO NÚÑEZ                                        
4207,CALLE                   ,DE    ,FEDERICO ORIOL                                  ,288500,9.0,CALLE DE FEDERICO ORIOL                                        
4208,CALLE                   ,DE    ,FEDERICO ROMERO                                 ,288550,9.0,CALLE DE FEDERICO ROMERO                                       
4209,CALLE                   ,DE    ,FEDERICO SALMON                                 ,288600,5.0,CALLE DE FEDERICO SALMÓN                                       
4210,CALLE                   ,DE    ,FEIJOO                                          ,288700,7.0,CALLE DE FEIJOO                                                
4211,CALLE                   ,DE    ,FELIPE ALVAREZ                                  ,289000,18.0,CALLE DE FELIPE ÁLVAREZ                                        
4212,CALLE                   ,DE    ,FELIPE CAMPOS                                   ,289100,5.0,CALLE DE FELIPE CAMPOS                                         
4213,CALLE                   ,DE    ,FELIPE CASTRO                                   ,289200,12.0,CALLE DE FELIPE CASTRO                                         
4214,CALLE                   ,DE    ,FELIPE DIAZ                                     ,289300,12.0,CALLE DE FELIPE DÍAZ                                           
4215,CALLE                   ,DE    ,FELIPE FRAILE                                   ,289400,13.0,CALLE DE FELIPE FRAILE                                         
4216,CALLE                   ,DE    ,FELIPE EL HERMOSO                               ,289600,7.0,CALLE DE FELIPE EL HERMOSO                                     
