,Codigo de via,Clase de la via,Particula de la via,Nombre de la via,Numero inicial del tramo,Numero final del tramo,Codigo postal
9584,305200,%CALLE%,DE    ,%FRANCISCO JOSE ARROYO%,2,4,28042
9585,305200,%CALLE%,DE    ,%FRANCISCO JOSE ARROYO%,6,9998,28042
9586,305300,%CALLE%,DE    ,%FRANCISCO LAGUNA%,1,9999,28053
9587,305300,%CALLE%,DE    ,%FRANCISCO LAGUNA%,2,9998,28053
9588,305350,%CALLE%,DE    ,%FRANCISCO LARGO CABALLERO%,1,9999,28017
9589,305350,%CALLE%,DE    ,%FRANCISCO LARGO CABALLERO%,2,9998,28017
9590,305400,%CALLE%,DE    ,%FRANCISCO LASTRES%,1,9999,28028
9591,305400,%CALLE%,DE    ,%FRANCISCO LASTRES%,2,9998,28028
9592,305500,%CALLE%,DE    ,%FRANCISCO LEZCANO%,1,9999,28024
9593,305500,%CALLE%,DE    ,%FRANCISCO LEZCANO%,2,9998,28024
9594,305600,%CALLE%,DE    ,%FRANCISCO LIZCANO%,1,9999,28044
9595,305600,%CALLE%,DE    ,%FRANCISCO LIZCANO%,2,9998,28044
9596,305700,%CALLE%,DE LA ,%GLOXINIA%,1,9999,28039
9597,305700,%CALLE%,DE LA ,%GLOXINIA%,2,9998,28039
9598,305800,%CALLE%,DE    ,%FRANCISCO LOPEZ%,1,9999,28026
9599,305800,%CALLE%,DE    ,%FRANCISCO LOPEZ%,2,9998,28026
9600,305900,%CALLE%,DE    ,%FRANCISCO LOZANO%,1,9999,28008
9601,305900,%CALLE%,DE    ,%FRANCISCO LOZANO%,2,9998,28008
9602,306000,%CALLE%,DE    ,%FRANCISCO LUJAN%,1,9999,28027
9603,306000,%CALLE%,DE    ,%FRANCISCO LUJAN%,2,9998,28027
9604,306200,%CALLE%,DE    ,%FRANCISCO MADARIAGA%,1,9999,28017
9605,306200,%CALLE%,DE    ,%FRANCISCO MADARIAGA%,2,9998,28017
9606,306400,%CALLE%,DE    ,%FRANCISCO MEDRANO%,1,9999,28020
9607,306400,%CALLE%,DE    ,%FRANCISCO MEDRANO%,2,9998,28020
9608,306900,%PLAZA%,DE    ,%FRANCISCO MORANO%,1,9999,28005
9609,306900,%PLAZA%,DE    ,%FRANCISCO MORANO%,2,9998,28005
9610,307100,%CALLE%,DE    ,%FRANCISCO NAVACERRADA%,1,9999,28028
9611,307100,%CALLE%,DE    ,%FRANCISCO NAVACERRADA%,2,9998,28028
9612,307400,%CALLE%,DE    ,%FRANCISCO ORDO�EZ%,1,9999,28021
9613,307400,%CALLE%,DE    ,%FRANCISCO ORDO�EZ%,2,9998,28021
9614,307600,%CALLE%,DE    ,%FRANCISCO PAINO%,1,9999,28025
9615,307600,%CALLE%,DE    ,%FRANCISCO PAINO%,2,9998,28025
9616,307700,%CALLE%,DE    ,%FRANCISCO PALOMO%,1,9999,28033
9617,307700,%CALLE%,DE    ,%FRANCISCO PALOMO%,2,9998,28033
9618,307800,%CALLE%,DE    ,%FRANCISCO DEL PINO%,1,9999,28021
9619,307800,%CALLE%,DE    ,%FRANCISCO DEL PINO%,2,9998,28021
9620,307900,%CALLE%,DE    ,%FRANCISCO PIQUER%,1,9999,28013
9621,307900,%CALLE%,DE    ,%FRANCISCO PIQUER%,2,9998,28013
9622,308000,%CALLE%,DE    ,%FRANCISCO DEL POZO%,1,9999,28034
9623,308000,%CALLE%,DE    ,%FRANCISCO DEL POZO%,2,9998,28034
9624,308100,%CALLE%,DE    ,%FRANCISCO PUERTAS%,1,9999,28019
9625,308100,%CALLE%,DE    ,%FRANCISCO PUERTAS%,2,9998,28019
9626,308300,%CALLE%,DE    ,%FRANCISCO REMIRO%,1,15,28028
9627,308300,%CALLE%,DE    ,%FRANCISCO REMIRO%,17,9999,28028
9628,308300,%CALLE%,DE    ,%FRANCISCO REMIRO%,2,16,28028
9629,308300,%CALLE%,DE    ,%FRANCISCO REMIRO%,18,9998,28028
9630,308400,%CALLE%,DE    ,%FRANCISCO REQUENA%,1,9999,28017
9631,308400,%CALLE%,DE    ,%FRANCISCO REQUENA%,2,9998,28017
9632,308500,%CALLE%,DE    ,%FRANCISCO RICCI%,1,9999,28015
9633,308500,%CALLE%,DE    ,%FRANCISCO RICCI%,2,9998,28015
9634,308600,%CALLE%,DE    ,%FRANCISCO RIOJA%,1,9999,28017
9635,308600,%CALLE%,DE    ,%FRANCISCO RIOJA%,2,9998,28017
9636,308700,%CALLE%,DE    ,%FRANCISCO RODRIGUEZ%,1,9999,28044
9637,308700,%CALLE%,DE    ,%FRANCISCO RODRIGUEZ%,2,9998,28044
9638,308800,%CALLE%,DE    ,%FRANCISCO DE ROJAS%,1,9999,28010
9639,308800,%CALLE%,DE    ,%FRANCISCO DE ROJAS%,2,9998,28010
9640,308900,%CALLE%,DE LAS,%MADRES DE LA PLAZA DE MAYO%,1,9999,28017
