,Codigo de via,Clase de la via,Particula de la via,Nombre de la via,Numero inicial del tramo,Numero final del tramo,Codigo postal
210,797,%CALLE%,DE    ,%SABIOTE%,1,9999,28053
211,797,%CALLE%,DE    ,%SABIOTE%,2,9998,28053
212,798,%CALLE%,DEL   ,%RIO SAN LORENZO%,1,9,28018
213,798,%CALLE%,DEL   ,%RIO SAN LORENZO%,11,9999,28018
214,798,%CALLE%,DEL   ,%RIO SAN LORENZO%,2,8,28018
215,798,%CALLE%,DEL   ,%RIO SAN LORENZO%,10,9998,28018
216,799,%CALLE%,DEL   ,%RIO BRAVO%,1,9999,28018
217,799,%CALLE%,DEL   ,%RIO BRAVO%,2,9998,28018
218,800,%CALLE%,DE    ,%ABANTOS%,1,9999,28002
219,800,%CALLE%,DE    ,%ABANTOS%,2,9998,28002
220,801,%CALLE%,DEL   ,%RIO DE LA PLATA%,1,9999,28018
221,801,%CALLE%,DEL   ,%RIO DE LA PLATA%,2,9998,28018
222,802,%CALLE%,DEL   ,%RIO SAN PEDRO%,1,9999,28018
223,802,%CALLE%,DEL   ,%RIO SAN PEDRO%,2,9998,28018
224,803,%CALLE%,DEL   ,%RIO ARAUCA%,1,9999,28018
225,803,%CALLE%,DEL   ,%RIO ARAUCA%,2,9998,28018
226,804,%CALLE%,DEL   ,%RIO NEGRO%,1,9999,28018
227,804,%CALLE%,DEL   ,%RIO NEGRO%,2,9998,28018
228,805,%CALLE%,DEL   ,%RIO MAGDALENA%,1,9999,28018
229,805,%CALLE%,DEL   ,%RIO MAGDALENA%,2,9998,28018
230,806,%CALLE%,DEL   ,%RIO GRANDE%,1,9999,28038
231,806,%CALLE%,DEL   ,%RIO GRANDE%,2,9998,28038
232,807,%CALLE%,DEL   ,%RIO SALADO%,1,9999,28018
233,807,%CALLE%,DEL   ,%RIO SALADO%,2,9998,28018
234,808,%CALLE%,DEL   ,%RIO IGUAZU%,1,9999,28018
235,808,%CALLE%,DEL   ,%RIO IGUAZU%,2,9998,28018
236,809,%CALLE%,DEL   ,%RIO PARANA%,1,9999,28018
237,809,%CALLE%,DEL   ,%RIO PARANA%,2,9998,28018
238,810,%CALLE%,DEL   ,%RIO ORINOCO%,1,9999,28018
239,810,%CALLE%,DEL   ,%RIO ORINOCO%,2,9998,28018
240,811,%CALLE%,DEL   ,%RIO URUGUAY%,1,9999,28018
241,811,%CALLE%,DEL   ,%RIO URUGUAY%,2,9998,28018
242,812,%CALLE%,DE    ,%MANUEL BADIA%,1,9999,28018
243,812,%CALLE%,DE    ,%MANUEL BADIA%,2,9998,28018
244,813,%CALLE%,DEL   ,%RIO CORRIENTES%,1,9999,28018
245,813,%CALLE%,DEL   ,%RIO CORRIENTES%,2,9998,28018
246,814,%CALLE%,DEL   ,%RIO CHICO%,1,9999,28018
247,814,%CALLE%,DEL   ,%RIO CHICO%,2,9998,28018
248,815,%CALLE%,DEL   ,%RIO JACUI%,1,9999,28018
249,815,%CALLE%,DEL   ,%RIO JACUI%,2,9998,28018
250,816,%CALLE%,DEL   ,%LAGO CALAFATE%,1,9999,28018
251,816,%CALLE%,DEL   ,%LAGO CALAFATE%,2,9998,28018
252,817,%CALLE%,DEL   ,%GOLFO DE GUAYAQUIL%,1,9999,28018
253,817,%CALLE%,DEL   ,%GOLFO DE GUAYAQUIL%,2,9998,28018
254,818,%CALLE%,DEL   ,%LAGO MARACAIBO%,1,9999,28018
255,818,%CALLE%,DEL   ,%LAGO MARACAIBO%,2,9998,28018
256,819,%CALLE%,DEL   ,%RIO ESMERALDA%,1,17,28018
257,819,%CALLE%,DEL   ,%RIO ESMERALDA%,19,9999,28018
258,819,%CALLE%,DEL   ,%RIO ESMERALDA%,2,22,28018
259,819,%CALLE%,DEL   ,%RIO ESMERALDA%,24,9998,28018
260,820,%CALLE%,DEL   ,%GOLFO DE DARIEN%,1,13,28018
261,820,%CALLE%,DEL   ,%GOLFO DE DARIEN%,15,9999,28018
262,820,%CALLE%,DEL   ,%GOLFO DE DARIEN%,2,16,28018
263,820,%CALLE%,DEL   ,%GOLFO DE DARIEN%,18,9998,28018
264,821,%CALLE%,DEL   ,%LAGO MIRIM%,1,9999,28018
265,821,%CALLE%,DEL   ,%LAGO MIRIM%,2,9998,28018
266,822,%CALLE%,DEL   ,%LAGO NICARAGUA%,1,9999,28018
267,822,%CALLE%,DEL   ,%LAGO NICARAGUA%,2,9998,28018
268,823,%CALLE%,DEL   ,%LAGO SAN MARTIN%,1,9,28018
269,823,%CALLE%,DEL   ,%LAGO SAN MARTIN%,11,9999,28018
270,823,%CALLE%,DEL   ,%LAGO SAN MARTIN%,2,8,28018
271,823,%CALLE%,DEL   ,%LAGO SAN MARTIN%,10,9998,28018
272,824,%CALLE%,DEL   ,%RIO COLORADO%,1,9999,28018
273,824,%CALLE%,DEL   ,%RIO COLORADO%,2,9998,28018
274,825,%PASAJE%,DE LA ,%TIERRUCA%,1,9999,28018
275,825,%PASAJE%,DE LA ,%TIERRUCA%,2,9998,28018
276,826,%CALLE%,DE    ,%MARTINEZ MOLINA%,1,9999,28027
277,826,%CALLE%,DE    ,%MARTINEZ MOLINA%,2,9998,28027
278,827,%CALLE%,DE    ,%PATONES%,1,9999,28034
279,827,%CALLE%,DE    ,%PATONES%,2,9998,28034
280,828,%PLAZA%,DEL   ,%DOCTOR BARRAQUER%,1,9999,28035
281,828,%PLAZA%,DEL   ,%DOCTOR BARRAQUER%,2,9998,28035
282,829,%CALLE%,DE    ,%ANTONIORROBLES%,1,9999,28034
283,829,%CALLE%,DE    ,%ANTONIORROBLES%,2,9998,28034
284,830,%PASAJE%,DE    ,%SANTA FELICIDAD%,1,9999,28017
285,830,%PASAJE%,DE    ,%SANTA FELICIDAD%,2,9998,28017
286,831,%AVENIDA%,DEL   ,%PLANETARIO%,1,13,28045
287,831,%AVENIDA%,DEL   ,%PLANETARIO%,15,9999,28045
288,831,%AVENIDA%,DEL   ,%PLANETARIO%,2,16,28045
289,831,%AVENIDA%,DEL   ,%PLANETARIO%,18,9998,28045
290,832,%CALLE%,DE    ,%MIGUEL DE UNAMUNO%,1,9999,28017
291,832,%CALLE%,DE    ,%MIGUEL DE UNAMUNO%,2,9998,28017
292,833,%GLORIETA%,DE    ,%FRANCISCO DE LAS CABEZAS%,1,9999,28027
293,833,%GLORIETA%,DE    ,%FRANCISCO DE LAS CABEZAS%,2,9998,28027
294,834,%GLORIETA%,DE    ,%RICARDO VELAZQUEZ BOSCO%,1,9999,28027
295,834,%GLORIETA%,DE    ,%RICARDO VELAZQUEZ BOSCO%,2,9998,28027
296,835,%PUENTE%,DE    ,%FELIPE JUVARA%,1,9999,28027
297,835,%PUENTE%,DE    ,%FELIPE JUVARA%,2,9999,28027
298,836,%CALLE%,DEL   ,%MARQUESADO DE SANTA MARTA%,1,9999,28027
299,836,%CALLE%,DEL   ,%MARQUESADO DE SANTA MARTA%,2,9998,28027
300,837,%CALLE%,DE    ,%JUAN RIZI%,1,9999,28027
301,837,%CALLE%,DE    ,%JUAN RIZI%,2,9998,28027
302,838,%CALLE%,DE    ,%AGUETOL%,1,5,28042
303,838,%CALLE%,DE    ,%AGUETOL%,7,9999,28042
304,838,%CALLE%,DE    ,%AGUETOL%,2,8,28042
305,838,%CALLE%,DE    ,%AGUETOL%,10,9998,28042
306,839,%CALLE%,DE    ,%ARTEMISA%,1,9999,28042
307,839,%CALLE%,DE    ,%ARTEMISA%,2,9998,28042
308,840,%CALLE%,DE    ,%ARIADNA%,1,9999,28042
309,840,%CALLE%,DE    ,%ARIADNA%,2,9998,28042
310,841,%TRAVESIA%,DE    ,%MARIA ZAMBRANO%,1,9999,28027
311,841,%TRAVESIA%,DE    ,%MARIA ZAMBRANO%,2,9998,28027
312,842,%CALLE%,DE    ,%VALCOTOS%,1,9999,28023
313,842,%CALLE%,DE    ,%VALCOTOS%,2,9998,28023
314,843,%CALLE%,DE    ,%VALDEZCARAY%,1,9999,28023
315,843,%CALLE%,DE    ,%VALDEZCARAY%,2,9998,28023
316,844,%CALLE%,DE    ,%VALDELINARES%,1,9999,28023
317,844,%CALLE%,DE    ,%VALDELINARES%,2,9998,28023
318,845,%CALLE%,DE LA ,%ISLA DE TAGOMAGO%,1,9999,28035
319,845,%CALLE%,DE LA ,%ISLA DE TAGOMAGO%,2,9998,28035
320,846,%CALLE%,DE LA ,%ISLA DE ALEGRANZA%,1,9999,28035
321,846,%CALLE%,DE LA ,%ISLA DE ALEGRANZA%,2,9998,28035
322,847,%CALLE%,DE    ,%HOCES DE LA HERMIDA%,1,9999,28023
323,847,%CALLE%,DE    ,%HOCES DE LA HERMIDA%,2,9998,28023
324,848,%CALLE%,DE    ,%VALLTER%,1,9999,28023
325,848,%CALLE%,DE    ,%VALLTER%,2,9998,28023
326,849,%TRAVESIA%,DE    ,%GANIMEDES%,1,9999,28023
327,849,%TRAVESIA%,DE    ,%GANIMEDES%,2,9998,28023
328,850,%CALLE%,DE    ,%VALDESQUI%,1,9999,28023
329,850,%CALLE%,DE    ,%VALDESQUI%,2,9998,28023
330,851,%CALLE%,DE    ,%JOSE ORTU�O PONCE%,1,9999,28021
331,851,%CALLE%,DE    ,%JOSE ORTU�O PONCE%,2,9998,28021
332,852,%CALLE%,DE    ,%HERENCIA%,1,9999,28037
333,852,%CALLE%,DE    ,%HERENCIA%,2,9998,28037
334,853,%CALLE%,DE    ,%HINOJOSA DEL DUQUE%,1,9999,28037
335,853,%CALLE%,DE    ,%HINOJOSA DEL DUQUE%,2,9998,28037
336,854,%CALLE%,DE    ,%JOSE RAMON VIZCAINO%,1,9999,28037
337,854,%CALLE%,DE    ,%JOSE RAMON VIZCAINO%,2,9998,28037
338,855,%CALLE%,DE    ,%FRANCISCO I�IGUEZ ALMECH%,1,9999,28037
339,855,%CALLE%,DE    ,%FRANCISCO I�IGUEZ ALMECH%,2,9998,28037
340,856,%PLAZA%,DE    ,%NUESTRA SE�ORA DE LA CANDELARIA%,1,9999,28037
341,856,%PLAZA%,DE    ,%NUESTRA SE�ORA DE LA CANDELARIA%,2,9998,28037
342,857,%GLORIETA%,DEL   ,%YUCATAN%,1,9999,28042
343,857,%GLORIETA%,DEL   ,%YUCATAN%,2,9998,28042
344,858,%AVENIDA%,DE LOS,%ANDES%,1,9999,28043
345,858,%AVENIDA%,DE LOS,%ANDES%,2,9998,28042
346,859,%AVENIDA%,DE    ,%MACHUPICHU%,1,13,28043
347,859,%AVENIDA%,DE    ,%MACHUPICHU%,15,39,28043
348,859,%AVENIDA%,DE    ,%MACHUPICHU%,41,81,28043
349,859,%AVENIDA%,DE    ,%MACHUPICHU%,83,9999,28043
350,859,%AVENIDA%,DE    ,%MACHUPICHU%,2,20,28043
351,859,%AVENIDA%,DE    ,%MACHUPICHU%,22,40,28043
352,859,%AVENIDA%,DE    ,%MACHUPICHU%,42,52,28043
353,859,%AVENIDA%,DE    ,%MACHUPICHU%,54,9998,28043
354,860,%CALLE%,DE    ,%DO�A GUIOMAR%,1,9999,28033
355,860,%CALLE%,DE    ,%DO�A GUIOMAR%,2,9998,28033
356,861,%GLORIETA%,DE    ,%SAN MARTIN DE LA VEGA%,1,9999,28041
357,861,%GLORIETA%,DE    ,%SAN MARTIN DE LA VEGA%,2,9998,28041
358,862,%TRAVESIA%,DE    ,%SANTA MARIA MAGDALENA%,1,9999,28016
359,862,%TRAVESIA%,DE    ,%SANTA MARIA MAGDALENA%,2,9998,28016
360,863,%PLAZA%,DEL   ,%DESCUBRIDOR DIEGO DE ORDAS%,1,9999,28003
361,863,%PLAZA%,DEL   ,%DESCUBRIDOR DIEGO DE ORDAS%,2,9998,28003
362,864,%CALLE%,DE    ,%PUERTO REAL%,1,9999,28043
363,864,%CALLE%,DE    ,%PUERTO REAL%,2,9998,28043
364,865,%CALLE%,DE    ,%BRAOJOS%,1,9999,28035
365,865,%CALLE%,DE    ,%BRAOJOS%,2,9998,28035
366,866,%JARDIN%,DE    ,%JOAQUIN MASMITJA%,1,9999,28002
367,866,%JARDIN%,DE    ,%JOAQUIN MASMITJA%,2,9999,28002
368,867,%JARDINES%,DE    ,%CONCEJAL ALEJANDRO MU�OZ REVENGA%,1,9999,28015
369,867,%JARDINES%,DE    ,%CONCEJAL ALEJANDRO MU�OZ REVENGA%,2,9999,28015
370,868,%CALLE%,DEL   ,%PUERTO DE MIRAVETE%,1,9999,28045
371,868,%CALLE%,DEL   ,%PUERTO DE MIRAVETE%,2,9998,28045
372,869,%CALLE%,DEL   ,%PUERTO DE LA CRUZ VERDE%,1,9999,28045
373,869,%CALLE%,DEL   ,%PUERTO DE LA CRUZ VERDE%,2,9998,28045
374,870,%CALLE%,DEL   ,%TEJO%,1,9999,28045
375,870,%CALLE%,DEL   ,%TEJO%,2,9998,28045
376,871,%CALLE%,DEL   ,%JACARANDA%,1,9999,28045
377,871,%CALLE%,DEL   ,%JACARANDA%,2,9998,28045
378,872,%CALLE%,DEL   ,%ALMEZ%,1,9999,28045
379,872,%CALLE%,DEL   ,%ALMEZ%,2,9998,28045
380,873,%CALLE%,DEL   ,%ACANTO%,1,9999,28045
381,873,%CALLE%,DEL   ,%ACANTO%,2,9998,28045
382,874,%CALLE%,DE LA ,%RETAMA%,1,9999,28045
383,874,%CALLE%,DE LA ,%RETAMA%,2,9998,28045
384,875,%CALLE%,DEL   ,%OMBU%,1,9999,28045
385,875,%CALLE%,DEL   ,%OMBU%,2,9998,28045
386,876,%CALLE%,DE LA ,%KENTIA%,1,9999,28045
387,876,%CALLE%,DE LA ,%KENTIA%,2,9998,28045
388,877,%CALLE%,DEL   ,%TAMARINDO%,1,9999,28045
389,877,%CALLE%,DEL   ,%TAMARINDO%,2,9998,28045
390,878,%CALLE%,DE    ,%DENIA%,1,9999,28039
391,878,%CALLE%,DE    ,%DENIA%,2,9998,28039
392,879,%CALLE%,DE    ,%VALLDEMOSA%,1,9999,28039
393,879,%CALLE%,DE    ,%VALLDEMOSA%,2,9998,28039
394,880,%CALLE%,DEL   ,%VALLE DE BELAGUA%,1,9999,28039
395,880,%CALLE%,DEL   ,%VALLE DE BELAGUA%,2,9998,28039
396,881,%CALLE%,DEL   ,%VALLE DE ANSO%,1,9999,28039
397,881,%CALLE%,DEL   ,%VALLE DE ANSO%,2,9998,28039
398,882,%CALLE%,DEL   ,%VALLE DE CACHEMIRA%,1,15,28039
399,882,%CALLE%,DEL   ,%VALLE DE CACHEMIRA%,17,9999,28039
400,882,%CALLE%,DEL   ,%VALLE DE CACHEMIRA%,2,20,28039
401,882,%CALLE%,DEL   ,%VALLE DE CACHEMIRA%,22,9998,28039
402,883,%CALLE%,DEL   ,%VALLE DEL BAZTAN%,1,9999,28039
403,883,%CALLE%,DEL   ,%VALLE DEL BAZTAN%,2,9998,28039
404,884,%CALLE%,DEL   ,%VALLE DE CARDOS%,1,9999,28039
405,884,%CALLE%,DEL   ,%VALLE DE CARDOS%,2,9998,28039
406,885,%CALLE%,DEL   ,%VALLE DE PINETA%,1,9999,28039
407,885,%CALLE%,DEL   ,%VALLE DE PINETA%,2,9998,28039
408,886,%CALLE%,DEL   ,%VALLE DE ORDESA%,1,9999,28039
409,886,%CALLE%,DEL   ,%VALLE DE ORDESA%,2,9998,28039
410,887,%CALLE%,DEL   ,%VALLE DE TENA%,1,9999,28039
411,887,%CALLE%,DEL   ,%VALLE DE TENA%,2,9998,28039
412,888,%GLORIETA%,DEL   ,%VALLE DE ARCE%,1,9999,28039
413,888,%GLORIETA%,DEL   ,%VALLE DE ARCE%,2,9998,28039
414,889,%CALLE%,DEL   ,%VALLE DE MENA%,1,23,28039
415,889,%CALLE%,DEL   ,%VALLE DE MENA%,25,9999,28035
416,889,%CALLE%,DEL   ,%VALLE DE MENA%,2,9998,28035
417,890,%CALLE%,DEL   ,%VALLE DE BERGANTI�OS%,1,9999,28039
418,890,%CALLE%,DEL   ,%VALLE DE BERGANTI�OS%,2,9998,28039
419,891,%CALLE%,DEL   ,%VALLE DEL SILENCIO%,1,9999,28039
420,891,%CALLE%,DEL   ,%VALLE DEL SILENCIO%,2,9998,28039
421,892,%CALLE%,DEL   ,%VALLE DE A�ISCLO%,1,9999,28039
422,892,%CALLE%,DEL   ,%VALLE DE A�ISCLO%,2,9998,28039
423,894,%CALLE%,DEL   ,%TIBERIADES%,1,9999,28043
424,894,%CALLE%,DEL   ,%TIBERIADES%,2,9998,28043
425,895,%CALLE%,DE    ,%JAVIER DEL QUINTO%,1,9999,28043
426,895,%CALLE%,DE    ,%JAVIER DEL QUINTO%,2,9998,28043
427,896,%CALLE%,DE    ,%MALAGON%,1,9999,28043
428,896,%CALLE%,DE    ,%MALAGON%,2,9998,28043
429,897,%CALLE%,DE    ,%TORDOMAR%,1,9999,28043
430,897,%CALLE%,DE    ,%TORDOMAR%,2,9998,28043
431,898,%CALLE%,DE    ,%AYACUCHO%,1,9999,28043
432,898,%CALLE%,DE    ,%AYACUCHO%,2,9998,28043
433,899,%CALLE%,DE    ,%AREQUIPA%,1,9999,28043
434,899,%CALLE%,DE    ,%AREQUIPA%,2,9998,28043
435,900,%CALLE%,DEL   ,%ABARDERO%,1,9999,28034
436,900,%CALLE%,DEL   ,%ABARDERO%,2,9998,28034
437,901,%CALLE%,DE    ,%ACONCAGUA%,1,9999,28043
438,901,%CALLE%,DE    ,%ACONCAGUA%,2,9998,28043
439,902,%GLORIETA%,DEL   ,%MAR DE CRISTAL%,1,9999,28043
440,902,%GLORIETA%,DEL   ,%MAR DE CRISTAL%,2,9998,28043
441,903,%CALLE%,DEL   ,%NEVADO DEL RUIZ%,1,9999,28033
442,903,%CALLE%,DEL   ,%NEVADO DEL RUIZ%,2,9998,28033
443,904,%CALLE%,DEL   ,%NEVADO DEL CUMBAL%,1,9999,28033
444,904,%CALLE%,DEL   ,%NEVADO DEL CUMBAL%,2,9998,28033
445,905,%CALLE%,DE    ,%GUATAVITA%,1,9999,28033
446,905,%CALLE%,DE    ,%GUATAVITA%,2,9998,28033
447,906,%CALLE%,DE    ,%PAIPA%,1,9999,28033
448,906,%CALLE%,DE    ,%PAIPA%,2,9998,28033
449,907,%CALLE%,DE    ,%TORRESANDINO%,1,9999,28043
450,907,%CALLE%,DE    ,%TORRESANDINO%,2,9998,28043
451,908,%CALLE%,DE    ,%MINAYA%,1,9999,28043
452,908,%CALLE%,DE    ,%MINAYA%,2,9998,28043
453,909,%GLORIETA%,DEL   ,%RIO URUBAMBA%,1,9999,28043
454,909,%GLORIETA%,DEL   ,%RIO URUBAMBA%,2,9998,28043
455,910,%CALLE%,DE    ,%VALDESPINA%,1,9999,28043
456,910,%CALLE%,DE    ,%VALDESPINA%,2,9998,28043
457,911,%CALLE%,DE    ,%MONTALBOS%,1,9999,28043
458,911,%CALLE%,DE    ,%MONTALBOS%,2,9998,28043
459,912,%CALLE%,DE    ,%VERDE VIENTO%,1,9999,28021
460,912,%CALLE%,DE    ,%VERDE VIENTO%,2,9998,28021
461,913,%CALLE%,DE    ,%CAMBORIO%,1,9999,28021
462,913,%CALLE%,DE    ,%CAMBORIO%,2,9998,28021
463,914,%CALLE%,DE    ,%VARGAS HEREDIA%,1,9999,28021
464,914,%CALLE%,DE    ,%VARGAS HEREDIA%,2,9998,28021
465,915,%CALLE%,DE    ,%AINSA%,1,9999,28022
466,915,%CALLE%,DE    ,%AINSA%,2,9998,28022
467,916,%CALLE%,DE    ,%CALATA�AZOR%,1,9999,28022
468,916,%CALLE%,DE    ,%CALATA�AZOR%,2,9998,28022
469,917,%PASEO%,DE    ,%JUAN ANTONIO VALLEJO-NAJERA BOTAS%,1,13,28005
470,917,%PASEO%,DE    ,%JUAN ANTONIO VALLEJO-NAJERA BOTAS%,15,23,28005
471,917,%PASEO%,DE    ,%JUAN ANTONIO VALLEJO-NAJERA BOTAS%,25,25,28005
472,917,%PASEO%,DE    ,%JUAN ANTONIO VALLEJO-NAJERA BOTAS%,27,35,28005
473,917,%PASEO%,DE    ,%JUAN ANTONIO VALLEJO-NAJERA BOTAS%,37,45,28005
474,917,%PASEO%,DE    ,%JUAN ANTONIO VALLEJO-NAJERA BOTAS%,47,9999,28005
475,917,%PASEO%,DE    ,%JUAN ANTONIO VALLEJO-NAJERA BOTAS%,2,12,28005
476,917,%PASEO%,DE    ,%JUAN ANTONIO VALLEJO-NAJERA BOTAS%,14,20,28005
477,917,%PASEO%,DE    ,%JUAN ANTONIO VALLEJO-NAJERA BOTAS%,22,26,28005
478,917,%PASEO%,DE    ,%JUAN ANTONIO VALLEJO-NAJERA BOTAS%,28,38,28005
479,917,%PASEO%,DE    ,%JUAN ANTONIO VALLEJO-NAJERA BOTAS%,40,9998,28005
480,918,%CALLE%,DEL   ,%ARANDANO%,1,9999,28029
481,918,%CALLE%,DEL   ,%ARANDANO%,2,9998,28029
482,919,%CALLE%,DE LOS,%BREZOS%,1,9999,28042
483,919,%CALLE%,DE LOS,%BREZOS%,2,9998,28042
484,920,%CALLE%,DE LA ,%FUENTE DEL PAVO%,1,9999,28042
485,920,%CALLE%,DE LA ,%FUENTE DEL PAVO%,2,9998,28042
486,921,%CALLE%,DE LOS,%FERIANTES%,1,9999,28042
487,921,%CALLE%,DE LOS,%FERIANTES%,2,9998,28042
488,922,%PLAZA%,DE    ,%EUGENIO MARIA DE HOSTOS%,1,9999,28040
489,922,%PLAZA%,DE    ,%EUGENIO MARIA DE HOSTOS%,2,9998,28040
490,923,%CALLE%,DE LA ,%PARODIA%,1,9999,28011
491,923,%CALLE%,DE LA ,%PARODIA%,2,9998,28011
492,924,%CALLE%,DE    ,%SERAFIN DE ASIS%,1,9999,28011
493,924,%CALLE%,DE    ,%SERAFIN DE ASIS%,2,9998,28011
494,925,%CALLE%,DE LA ,%CARLINA%,1,9999,28011
495,925,%CALLE%,DE LA ,%CARLINA%,2,9998,28011
496,926,%CALLE%,DE LA ,%RUEZA%,1,9999,28011
497,926,%CALLE%,DE LA ,%RUEZA%,2,9998,28011
498,927,%CALLE%,DE LA ,%ALVERJA%,1,9,28011
499,927,%CALLE%,DE LA ,%ALVERJA%,11,9999,28011
500,927,%CALLE%,DE LA ,%ALVERJA%,2,9998,28011
501,928,%PLAZA%,DE LA ,%ACHICORIA%,1,9999,28047
502,928,%PLAZA%,DE LA ,%ACHICORIA%,2,9998,28047
503,929,%CALLE%,DE LA ,%NEGUILLA%,1,9999,28011
504,929,%CALLE%,DE LA ,%NEGUILLA%,2,9998,28011
505,930,%CALLE%,DE LA ,%GENISTA%,1,9999,28011
506,930,%CALLE%,DE LA ,%GENISTA%,2,9998,28011
507,932,%TRAVESIA%,DE LA ,%VIRGEN DE LA ROCA%,1,9999,28027
508,932,%TRAVESIA%,DE LA ,%VIRGEN DE LA ROCA%,2,9998,28027
509,933,%PASAJE%,DE LA ,%VIRGEN DE LA ALEGRIA%,1,9999,28027
510,933,%PASAJE%,DE LA ,%VIRGEN DE LA ALEGRIA%,2,9998,28027
511,934,%GLORIETA%,DE    ,%PIEDRAFITA DEL CEBRERO%,1,9999,28029
512,934,%GLORIETA%,DE    ,%PIEDRAFITA DEL CEBRERO%,2,9998,28029
513,935,%CALLE%,DE    ,%BECERREA%,1,9999,28029
514,935,%CALLE%,DE    ,%BECERREA%,2,9998,28029
515,936,%CALLE%,DEL   ,%VALLE DE LA FUENFRIA%,1,9999,28034
516,936,%CALLE%,DEL   ,%VALLE DE LA FUENFRIA%,2,9998,28034
517,937,%AVENIDA%,DE    ,%JOAQUIN GARRIGUES WALKER%,1,9999,28053
518,937,%AVENIDA%,DE    ,%JOAQUIN GARRIGUES WALKER%,2,9998,28053
519,938,%PLAZA%,DE    ,%JOSE MO�INO CONDE DE FLORIDA BLANCA%,1,9999,28029
520,938,%PLAZA%,DE    ,%JOSE MO�INO CONDE DE FLORIDA BLANCA%,2,9998,28029
521,939,%GLORIETA%,DE LAS,%REALES ACADEMIAS%,1,9999,28029
522,939,%GLORIETA%,DE LAS,%REALES ACADEMIAS%,2,9998,28029
523,940,%GLORIETA%,DE    ,%JOSE FRANCISCO DE ISLA%,1,9999,28034
524,940,%GLORIETA%,DE    ,%JOSE FRANCISCO DE ISLA%,2,9998,28034
525,941,%PLAZA%,DE    ,%JUAN PABLO FORNER%,1,9999,28034
526,941,%PLAZA%,DE    ,%JUAN PABLO FORNER%,2,9998,28034
527,942,%GLORIETA%,DE    ,%MARIANO SALVADOR MAELLA%,1,9999,28035
528,942,%GLORIETA%,DE    ,%MARIANO SALVADOR MAELLA%,2,9998,28035
529,943,%GLORIETA%,DE    ,%FRANCISCO BAYEU Y SUBIAS%,1,9999,28035
530,943,%GLORIETA%,DE    ,%FRANCISCO BAYEU Y SUBIAS%,2,9998,28035
531,944,%CALLE%,DEL   ,%DOCTOR RAMON CASTROVIEJO%,1,29,28029
532,944,%CALLE%,DEL   ,%DOCTOR RAMON CASTROVIEJO%,31,45,28035
533,944,%CALLE%,DEL   ,%DOCTOR RAMON CASTROVIEJO%,47,75,28035
534,944,%CALLE%,DEL   ,%DOCTOR RAMON CASTROVIEJO%,77,79,28035
535,944,%CALLE%,DEL   ,%DOCTOR RAMON CASTROVIEJO%,81,9999,28035
536,945,%PASEO%,DE LA ,%VAGUADA%,1,9999,28029
537,945,%PASEO%,DE LA ,%VAGUADA%,2,9998,28029
538,946,%JARDIN%,DE LA ,%VIRGEN DE LA ROCA%,1,9999,28027
539,946,%JARDIN%,DE LA ,%VIRGEN DE LA ROCA%,2,9999,28027
540,947,%CALLE%,DE    ,%RAMON ARECES%,1,9999,28030
541,947,%CALLE%,DE    ,%RAMON ARECES%,2,9998,28030
542,948,%CALLE%,DE    ,%LITUANIA%,1,9999,28030
543,948,%CALLE%,DE    ,%LITUANIA%,2,9998,28030
544,949,%CALLE%,DE    ,%MANUEL MACHADO%,1,9999,28030
545,949,%CALLE%,DE    ,%MANUEL MACHADO%,2,9998,28030
546,950,%CALLE%,DEL   ,%ALCALDE LUIS MARICHALAR%,1,9999,28030
547,950,%CALLE%,DEL   ,%ALCALDE LUIS MARICHALAR%,2,9998,28030
548,951,%CALLE%,DE    ,%FELIX RODRIGUEZ DE LA FUENTE%,1,87,28030
549,951,%CALLE%,DE    ,%FELIX RODRIGUEZ DE LA FUENTE%,89,9999,28017
550,951,%CALLE%,DE    ,%FELIX RODRIGUEZ DE LA FUENTE%,2,24,28030
551,951,%CALLE%,DE    ,%FELIX RODRIGUEZ DE LA FUENTE%,26,9998,28017
552,952,%CALLE%,DE LA ,%PRIMAVERA DE PRAGA%,1,9999,28030
553,952,%CALLE%,DE LA ,%PRIMAVERA DE PRAGA%,2,9998,28030
554,953,%CALLE%,DE    ,%ALFREDO BRA�AS%,1,9999,28030
555,953,%CALLE%,DE    ,%ALFREDO BRA�AS%,2,9998,28030
556,954,%CALLE%,DE    ,%CARMEN AMAYA%,1,9999,28030
557,954,%CALLE%,DE    ,%CARMEN AMAYA%,2,9998,28030
558,955,%CALLE%,DEL   ,%GENERAL JUAN VAN-HALEN%,1,9999,28030
559,955,%CALLE%,DEL   ,%GENERAL JUAN VAN-HALEN%,2,9998,28030
560,956,%CALLE%,DE    ,%EUGENIO D'ORS%,1,9999,28030
561,956,%CALLE%,DE    ,%EUGENIO D'ORS%,2,9998,28030
562,957,%ACCESO%,AL    ,%PARQUE DE LA ELIPA%,1,9999,28030
563,957,%ACCESO%,AL    ,%PARQUE DE LA ELIPA%,2,9998,28030
564,958,%CALLE%,DE    ,%MARIO CABRE%,1,27,28030
565,958,%CALLE%,DE    ,%MARIO CABRE%,29,9999,28030
566,958,%CALLE%,DE    ,%MARIO CABRE%,2,9998,28030
567,959,%CALLE%,DE LA ,%CIUDAD DE AGUILAS%,1,9999,28030
568,959,%CALLE%,DE LA ,%CIUDAD DE AGUILAS%,2,6,28030
